label,ulasan
0,"Ada masalah dengan koneksi/sinkronisasi versi web dengan telepon yang tidak dapat terhubung ke server? meskipun saya memiliki koneksi internet yang stabil, atau saya harus keluar dari akun saya terlebih dahulu untuk berada di sana. Dan ada fitur yang sering saya gunakan sebelum pembaruan web yang ... Ulasan Lengkap"
1,"saya suka aplikasi ini. aplikasi perpesanan yang bagus dan sederhana, dan banyak fitur bagus. tapi satu-satunya hal yang menyebalkan adalah sekarang setiap kali saya memposting status, kualitasnya menjadi lebih rendah dan buram. bukan hanya 1 atau 2 kali, tapi setiap saat. bahkan ketika saya mengatur kualitas ke ""kualitas terbaik"", masih buram. seingat saya, itu bukan ... Ulasan Lengkap"
1,"secara keseluruhan, ini adalah aplikasi yang bagus. TAPI saya punya satu orang yang telah mengganggu saya untuk waktu yang lama dan saya yakin saya bukan satu-satunya. kualitas media yang Anda kirim atau unggah seringkali sangat buruk. bagaimana dengan memberi kita pilihan apakah kita ingin mengurangi kualitas untuk menyimpan data atau tidak? jadi... Ulasan Lengkap"
0,"Versi web Anda terlalu lama untuk dibuka. Setelah pemutakhiran terbaru, itu dapat terhubung tanpa terhubung ke ponsel saya terlebih dahulu. Namun proses pengunduhan pesan justru membuatnya lebih buruk dari versi sebelumnya. Ini adalah pengalaman yang tidak menguntungkan, terutama ketika saya sedang terburu-buru."
0,"Setelah memasuki tahun baru, terkadang... pesan tidak diterima dan tertunda selama berjam-jam dan lebih buruk lagi jika pesan datang tetapi tidak ada notifikasi yang muncul (bahkan setelah memastikan notifikasi disetel sebaik mungkin). Saya menggunakan ini sebagai utusan utama, dan semacam surat kerja. Yang pertama dapat dengan mudah ditampilkan ... Ulasan Lengkap"
1,"Ini bekerja dengan sangat baik, hampir tidak mengalami bug. Tapi satu hal yang saya tidak suka dari aplikasi ini adalah tema terbatas yang kalian sediakan. Tolong buat ""tampilan  "" di iphone juga tersedia di android. Itu saja, dan mungkin meningkatkan panggilan Anda, kadang-kadang bisa sedikit lamban."
1,"Saya suka aplikasi ini lebih dari aplikasi lain. Tapi, saya selalu dilema ketika saatnya untuk mengupgrade aplikasi ini. Karena setiap saya selesai melakukan upgrade selalu saja ada yang kurang dari kualitas layanan aplikasi ini. Tetapi jika saya tidak mengupgradenya, semuanya menjadi lamban. Mulai dari mengirim atau menerima... Ulasan Lengkap"
1,"Saya sering menggunakannya... Mungkin lebih dari aplikasi lainnya. Tetapi kurangnya kemampuan untuk mengedit pesan hanyalah hal bodoh, fakta bahwa ketika Anda melakukan panggilan tiga arah layar terbelah sehingga video Anda adalah yang terbesar dan teman serta keluarga Anda hampir tidak terlihat (mengapa tidak gambar kecil -dalam-gambar o... Ulasan Lengkap"
0,"Fakta bahwa pencadangan hanya dapat dilakukan pada jam 2 pagi adalah omong kosong. Dan secara otomatis mengurangi kualitas gambar dan video yang mengkhawatirkan. Yang terpenting, fakta bahwa gambar atau video tidak dapat diatur ke dalam folder atau album paling mematikan saya ketika mencoba memposting di status saya....Seperti saya harus ... Ulasan Lengkap"
0,"Aplikasi ini benar-benar tidak ramah pengguna. Jika Anda mulai mengetik pesan dan kemudian harus mengklik pesan itu, itu menyimpan draf tetapi tidak menyimpannya sebagai pesan terbaru, jadi Anda harus menggali untuk menemukan percakapan lagi. Ini menyebalkan ketika Anda membalas pesan secara pribadi atau... Ulasan Lengkap"
1,"Sebanyak yang saya suka pembaruan terbaru, saya perhatikan folder yang diarsipkan telah dipindahkan ke bawah yang bagus daripada di atas. Tapi saya tidak senang karena begitu sebuah pesan masuk ke obrolan yang diarsipkan, itu muncul kembali di daftar saya, lalu jika saya pergi ke pengaturan untuk menghentikan hal itu terjadi, arsip ... Ulasan Lengkap"
0,Saya meragukan keamanan aplikasi Anda dan saya juga percaya bahwa enkripsi ujung ke ujung adalah bohong. Saya mengatakan ini karena ada saat-saat ketika menggunakan panggilan suara saya dapat mendengar gema saya selama percakapan dengan orang lain. Kedua untuk mengedit mungkin dalam versi pro aplikasi hanya orang yang tidak bisa ... Ulasan Lengkap
1,"Oke,   benar-benar meningkat tetapi. Masih menunggu fitur yang memungkinkan seseorang untuk menggeser obrolan satu orang ke orang lain tanpa keluar dari obrolan. Juga, fitur yang memungkinkan seseorang untuk mengirim vns atau rekaman suara ke status dan terakhir ketika seseorang ditambahkan ke grup, orang tersebut harus... Ulasan Lengkap"
0,"Sekarang menampilkan pop-up di tengah layar, mengatakan sedang melakukan pencadangan. ""Backup terjadi pada 02:00"" meskipun bukan waktu itu sama sekali. Tidak ada cara untuk menutup popup ini dan proses pencadangan sangat lambat. Jadi saya tidak dapat menggunakan aplikasi selama beberapa menit. Siapa yang mengira ini akan menjadi... Ulasan Lengkap"
0,"Saya sudah selesai dengan aplikasi ini! Telah menggunakannya selama bertahun-tahun. Kemarin ia mengatakan kepada saya untuk menghapus dan menginstal ulang aplikasi karena tidak berfungsi. Ketika saya melakukannya, dikatakan tidak dapat mendeteksi pesan yang dicadangkan sebelumnya meskipun ponsel saya mencadangkannya setiap hari. Sekarang saya kehilangan banyak pesan, foto, dan... Ulasan Lengkap"
1,! HEBAT TAPI MEMBUTUHKAN SATU FITUR DIBUTUHKAN! Kami tidak dapat sepenuhnya menggunakan aplikasi ini untuk perusahaan kami karena tidak memiliki kemampuan untuk menjadwalkan pesan untuk keluar di kemudian hari. Ada aplikasi lain yang dapat kita instal selain yang ini untuk menjadwalkan pesan tetapi sangat sulit digunakan. Mes kami... Ulasan Lengkap
1,"Saya sangat suka aplikasinya. Namun, setelah menguninstall aplikasi dan menginstal ulang aplikasi, 'restore media'   saya macet 97% dan tidak mau selesai. Saya sudah mencoba semuanya dan masih tidak ingin menyelesaikan pemulihan media. Sangat membuat frustrasi karena saya tidak dapat mencadangkan pesan saya, tolong perbaiki ini ... Ulasan Lengkap"
1,"  memiliki koneksi panggilan suara/video terbaik yang pernah saya temukan. Suka rekaman audio meskipun saya berharap bisa berhenti sebentar. Suka pesan video juga. Ini akan dengan mudah menjadi 5 bintang jika saya bisa * mengedit pesan tertulis *. Stiker akan sangat bagus. Oh, dan fungsi pencariannya benar-benar miring. Saya sudah menggunakannya ... Ulasan Lengkap"
1,"  luar biasa, Anda dapat membisukan nomor mana pun yang Anda pilih untuk jangka waktu tertentu (berjam-jam hingga berhari-hari). Untuk mengubah wallpaper di ruang obrolan dan tema mode ringan. Padahal, saya akan senang jika mereka menambahkan opsi untuk mengubah gelembung teks! Saya melihat bahwa ini adalah opsi untuk ponsel lain (saya lihat ... Ulasan Lengkap"
1,"Ini benar-benar aplikasi yang bagus. Hanya satu masalah. Saya mengunduhnya di ponsel baru saya dan menerima kode verifikasi, tetapi saya tidak dapat melengkapi profil. Dikatakan ""tidak dapat terhubung"" tetapi ketika saya memeriksa statusnya dikatakan ""Layanan   beroperasi secara normal"" apa yang bisa menjadi penyebab masalah ini? (Curre... Ulasan Lengkap"
1,"  benar-benar perlu bekerja pada kualitas gambar dan video dalam obrolan dan status. Kompresinya terlalu banyak. Gambar berkualitas rendah ini memaksa saya untuk mengirim gambar sebagai dokumen. Ponsel Kamera, penyimpanan ponsel, dan kecepatan Internet semakin baik di perangkat setiap hari. Jadi tingkatkan kualitas gambar dan... Ulasan Lengkap"
0,"pembaruan baru memiliki banyak bug dan itu membuat saya sulit untuk menelepon, melihat status dan panggilan suara. pas mau voice call ga kedengeran karena lag, trus soal status, pas mau liat status terus bilang ""ada error saat nonton video"" itu terjadi berkali-kali ke saya. a... Ulasan Lengkap"
0,"  jelas merupakan aplikasi obrolan default bagi kebanyakan orang (setidaknya di sini di Timur). Tapi itu tidak benar-benar memaafkan kesalahan yang telah berlangsung terlalu lama. Saya memiliki bug yang sangat mengganggu di mana saya kebanyakan tidak dapat mengambil gambar dari dalam aplikasi  , dan harus mengambil gambar secara eksternal dari ... Full Review"
0,"Mereka baru saja merusak   dan menyamarkannya sebagai peningkatan. Sebelumnya Anda dapat mengirim pesan kepada diri sendiri dan melihatnya di ponsel Anda dan antarmuka Web  . Mereka ""DIPERBARUI""   Web dan sekarang Anda tidak dapat melakukan itu (Anda tidak harus menjaga ponsel Anda tetap terhubung). Kedua antarmuka tidak lagi sinkron dengan... Ulasan Lengkap"
0,"Saya baru-baru ini beralih dari iPhone ke Samsung dan aplikasinya 180 derajat lebih buruk di Samsung. Di departemen foto dan media, Anda dapat mengunduh semua media atau tidak melihatnya sama sekali. Anda tidak bisa hanya melihatnya dan hanya menyimpannya jika Anda mau. Opsi ini hilang di android. Tolong perbaiki ini."
0,"Aplikasi bodoh dengan fitur buruk. Saya tidak dapat mengirim catatan suara dan gambar. Jadi saya mencadangkan seluruh data dan menginstal ulang aplikasi. Awalnya berfungsi dengan baik, dan sekarang masalah yang sama lagi. Apakah seluruh instalasi ulang lagi, dan bingo, masalah masih berlanjut. Saya menggunakan   hanya karena beberapa teman saya... Full Review"
0,"Sejak beberapa pembaruan yang lalu, setiap kali saya mencoba mendengarkan obrolan suara atau panggilan normal , layar akan secara otomatis menjadi gelap dan memperlambat audio... Jika itu panggilan, saya hanya akan menyalakan speaker saya (di Android) ... tetapi masalah sebenarnya adalah pada obrolan suara karena terkadang Anda menggunakan obrolan suara ... Ulasan Lengkap"
0,"Pembaruan baru Anda salah dan opsi 'Hubungi kami' tidak berfungsi. Pesan saya: Melihat bug dengan panggilan suara . Layar tidak mati saat panggilan, speakerphone menyala tetapi ikon tidak berubah dan setelah dihidupkan, saya tidak dapat beralih kembali ke mode lubang suara. Tolong perbaiki. Balasan Anda: Hai, Th... Ulasan Lengkap"
0,"Tidak dapat mengunduh sebagian besar gambar, video, dan catatan suara (dan saya kira semua media lainnya) sejak pembaruan terakhir. Setelah unduhan selesai, itu kembali ke keadaan awal yang tidak diunduh. Untuk sebagian besar status, ini menampilkan ""Maaf media ini tidak ada di penyimpanan internal Anda"", dan saya tidak dapat... Ulasan Lengkap"
0,"Baru-baru ini, saya dan banyak teman saya memperhatikan bahwa warna semua anggota dalam obrolan grup terus berubah secara acak. Meskipun ini adalah detail kecil, kita semua terbiasa dengan serangkaian warna tertentu dan mengidentifikasi teman-teman kita dengan mereka, jadi alangkah baiknya jika kita secara individual memilih orang mana ... Ulasan Lengkap"
0,"Sepertinya setiap instalasi lebih bermasalah daripada yang terakhir. Sering mogok di laptop lama saya, tidak dapat menjawab panggilan di versi desktop kecuali saya sudah membuka jendela aplikasi. Setel ulang pengaturan pada ponsel samsung saya dan semua nama kontak saya telah hilang, diganti dengan nomor mereka yang tidak dapat saya kembalikan... Ulasan Lengkap"
1,"Aplikasi ini sangat bagus. Ini memiliki fitur yang bagus dan itu membuat segalanya lebih mudah. Namun, coba sertakan fitur 'Jangan ganggu' jika Anda bisa. Terkadang, sulit untuk tetap offline saat Anda menginginkannya karena kapan pun Anda mengaktifkan data seluler, itu akan mencapai  ."
1,"lihat teman-teman, saya suka aplikasi ini, itu mendunia, mudah dan dapat diakses, tetapi tolong perbaiki masalah apa pun yang Anda alami dengan pesan dan ketidakmampuannya untuk melewatinya, baik melalui pesan cepat (bilah notifikasi - saya pikir) dan pesan dalam aplikasi. aplikasi terus-menerus tidak mengirim kekacauan ... Ulasan Lengkap"
1,"Bagus tapi harus ada cara untuk menghapus recent chat dan juga cara untuk menghapus nomor dengan opsi INVITE (keduanya di menu kontak). Sebagian besar nomor (setidaknya dalam kasus saya) adalah nomor rumah tetap atau bisnis. Juga, saat mengunggah foto ke cerita atau membagikannya (dengan beberapa... Ulasan Lengkap"
1,"Ini adalah aplikasi yang sangat bagus untuk berkomunikasi dengan teman, kerabat, dan keluarga Anda tetapi tidak memiliki banyak fitur. Seharusnya ada opsi untuk mengirim foto/video dalam resolusi tinggi baik kepada orang maupun status, UI dapat ditingkatkan. Dan yang paling menyebalkan adalah proses backup. Jika Anda belum mencadangkan untuk ... Ulasan Lengkap"
1,Terima kasih telah memperhatikan pengguna Internet. Pilihan yang tersedia untuk memenuhi harapan pengguna. Berselancar dengan salah dan melalui aplikasi Anda adalah hak istimewa komputer karena dengan ketekunanlah pemilihan opsi tampaknya telah dibuat. Saya kira semuanya memiliki tujuannya. Saya akan mengakhiri dengan menambahkan bahwa... Ulasan Lengkap
0,"Performa yang sangat tidak dapat diandalkan untuk beberapa waktu sekarang. Beberapa masalah dengan fungsi panggilan  . 1. Pada panggilan audio di speaker, saat layar saya mati, mikrofon juga tampaknya terputus karena orang di seberang panggilan tidak dapat mendengar apa yang saya katakan. 2. 8 dari 10... Ulasan Lengkap"
0,"Dibandingkan dengan  : hanya 2 bintang! Sangat sangat tidak bisa diandalkan. Panggilan telepon yang buruk. Desain dan pemrograman yang ketinggalan zaman. Tidak ada fitur terkini! Masih satu-satunya cara untuk menghubungi sebagian besar teman saya di Eropa (saya tinggal di shanghai). Tetapi pengalamannya sangat lambat, tidak dapat diandalkan, dan menakutkan dibandingkan dengan... Ulasan Lengkap"
0,"Setelah update terbaru,   terus berpindah folder penyimpanan (media). Karena itu, meskipun file yang dikirim/diterima (terutama terkirim) ada di penyimpanan ponsel saya (tetapi terkadang di satu folder dan terkadang di folder lain),   terkadang menampilkannya di chat dan terkadang tidak. Saya... Ulasan Lengkap"
0,"Banyak kekurangannya, selama ini saya merasa menggunakannya hanya karena teman saya menggunakannya, tetapi dengan banyak batasan dan UI saat menghapus tidak ramah pengguna yang membuat saya terkadang salah menekan opsi. Saya dan teman saya menguji Telegram dan wow! Banyak fitur seperti kemampuan mengedit teks atau repla... Ulasan Lengkap"
